,question,contexts,ground_truth,answer,context_precision,faithfulness,answer_relevancy,context_recall
6,What services do registry offices in Brno provide?,"['[""[{\'title\': \'Registry Offices - Brno EN\', \'href\': \'https://en.brno.cz/w/registry-office\', \'body\': \'Zvl\\u00e1\\u0161tn\\u00ed matrika \\u00daM\\u010c Brno-st\\u0159ed (Special Registry of Brno-st\\u0159ed City District Office) Office address: N\\u00e1dra\\u017en\\u00ed 4, 601 69 Brno. Website: www.brno-stred.cz. Upon request, the Special Registry keeps records of births, solemnizations of marriages, formations of registered partnership and deaths of citizens of the Czech Republic that ...\'}, {\'title\': \'Birth Registry Office (Matrika) - Brno Expat Centre\', \'href\': \'https://www.brnoexpatcentre.eu/im-an-expat/having-a-baby/birth-registry-office-matrika/\', \'body\': \'Each maternity hospital in the Czech Republic falls under the administrative authority of a certain birth registry office. If you choose from one of the three hospitals in Brno (FN Obiln\\u00ed trh and FN Bohunice or Nemocnice Milosrdn\\u00edch Brat\\u0159\\u00ed), you will belong to the birth registry office Matrika Brno-St\\u0159ed.. An important official requirement is the presence of a court interpreter at the ...\'}, {\'title\': \'Birth - issue of birth certificate (original) : Brno-st\\u0159ed\', \'href\': \'https://www.brno-stred.cz/urad-mc/zivotni-situace/information-for-foreigners/birth-issue-of-birth-certificate-original\', \'body\': \'An appeal against a decision not to register a birth or refusal to issue a registry document (birth certificate) may be lodged within 15 days from the date of its delivery with Odbor vnit\\u0159n\\u00edch v\\u011bc\\u00ed Magistr\\u00e1tu m\\u011bsta Brna (Department of Internal Affairs of the Brno City Hall), Malinovsk\\u00e9 n\\u00e1m. 3, Brno, through the filing office of the Brno ...\'}, {\'title\': \'\\u010c\\u00daZK - Cadastral Branch Office Brno-City\', \'href\': \'https://www.cuzk.cz/English/Offices/Cadastral-offices/Cadastral-offices/CO-for-the-region-South-Moravia/CBO/CBO-Brno-City/CBO-Brno-City.aspx\', \'body\': \'Cadastral Branch Office Brno-City Moravsk\\u00e9 n\\u00e1m\\u011bst\\u00ed 1/1 Brno-m\\u011bsto 60151 Brno eMail: ... Conditions of Provision for Spatial Data and Network Services of Spatial Data; Personal Data Protection; Land Surveying. ... 60151 Brno eMail: kp.brnomesto@cuzk.cz Tel.: 542521111 Data box ID: 4jyieak Director: Ing. Martin Malec.\'}, {\'title\': \'\\u010c\\u00daZK - Cadastral Office for the region South Moravia\', \'href\': \'https://www.cuzk.cz/English/Offices/Cadastral-offices/Cadastral-offices/CO-for-the-region-South-Moravia/CO-for-the-region-South-Moravia.aspx\', \'body\': \'Cadastral Office for the region South Moravia Moravsk\\u00e9 n\\u00e1m\\u011bst\\u00ed 1/1 Brno-m\\u011bsto 60151 Brno eMail: ku.projihomkraj@cuzk.cz Tel.: 542521111 in Deutsch: Jiri.Fojtasek@cuzk.cz Data box ID: e33adqt I\\u010cO (identification number of the office): 00213730 Director: Ing. Josef Kamera.\'}]""]']","They verify documents, update registers, issue certificates, handle registration documents, births, marriages, deaths, and partnerships.","Registry offices in Brno, specifically the Special Registry of Brno-střed City District Office, provide services related to keeping records of significant life events such as births, marriages, registered partnerships, and deaths for citizens of the Czech Republic. The registry office also provides birth certificates upon request.",0.9999999999,1.0,0.9915682530083112,0.5
7,Do EU citizens need a permit to enter and stay in the Czech Republic?,"['[""[{\'title\': \'Registration upon your Arrival in the Czech Republic - frs.gov.cz\', \'href\': \'https://frs.gov.cz/en/obligations-for-foreigners/registration-upon-your-arrival-in-the-czech-republic/\', \'body\': \\""If you want to stay in the Czech Republic for more than 90 days, you must apply for a temporary residence permit of an EU citizen\'s family member. In order to get registered you will need: Travel document. Registration form (available at the police department). This applies also to the family members of the citizens of Iceland, Liechtenstein ...\\""}, {\'title\': \'Entry to the Country \\u00b7 #VisitCzechia\', \'href\': \'https://www.visitczechia.com/en-us/travel-info/entry-to-the-country\', \'body\': \'Citizens of countries that are also in the European Union and the Schengen area may stay in the Czech Republic with no permit requirements. They only need a valid travel document or an ID card. If anyone stays in the Czech Republic longer than three months, he or she must notify the relevant authorities of their stay. With or without a visa\'}, {\'title\': \'PDF Rules for entry and return to the Czech Republic (as of 27 December 2021)\', \'href\': \'https://www.mzv.cz/public/ff/da/71/4530092_2782184_EU_citizens_and_visa_holders.pdf\', \'body\': \'it is possible to enter the country for any reason foreign nationals with a short-term visa issued after 11 May 2020 or long-term visa issued by the Czech Republic citizens of EU+ and foreign nationals with a long-term visa or a long-term or permanent residence permit issued by EU+ There are several exceptions from the obligation\'}, {\'title\': \'PDF Rules for entry and return to the Czech Republic (as of 19 July 2021) - MZV\', \'href\': \'https://mzv.gov.cz/file/4364744/Rules_for_entry_and_return_to_the_Czech_Republic__as_of_July_19th__2021__A.pdf\', \'body\': \'they do not have to undergo a test before arrival. Citizens and residents of the Czech Republic Citizens of the Czech Republic and their family members who are holders of a temporary residence permit, EU+ citizens who are holders of a certificate of a temporary residence and foreign nationals with a permanent residence permit in the Czech Republic.\'}, {\'title\': \'PDF Rules for entry and return to the Czech Republic (from 27 ... - MZV\', \'href\': \'https://mzv.gov.cz/file/4529808/Rules_for_entry_and_return_to_the_Czechia_for_CZ_citizens_and_residents_as_of_December_27th_2021___20211226.pdf\', \'body\': \'Citizens and residents of the Czech Republic Citizens of the Czech Republic and their family members who are holders of a temporary residence permit, EU+ citizens who are holders of a certificate of a temporary residence and foreign nationals with a long-term or a permanent residence permit in the Czech Republic. country with a medium risk\'}]""]']","No, EU citizens do not need a permit to enter and stay in the Czech Republic.","EU citizens do not need a visa or permit to enter and stay in the Czech Republic for up to three months. However, they must register their stay if it exceeds 90 days. This requirement also applies to family members of Iceland, Liechtenstein, Norway, and Switzerland citizens.",0.9999999999,1.0,0.9921317015473452,1.0
8,Do non-EU citizens need a permit to enter and stay in the Czech Republic?,"['[""[{\'title\': \'Brno Expat Centre\', \'href\': \'https://www.brnoexpatcentre.eu/im-an-expat/visa-residence/\', \'body\': \'General info. General info: citizens of the EU, Iceland, Norway, Liechtenstein or Switzerland can enter and stay in the Czech Republic without any special permit, solely on the basis of a travel document or an identity card. Other foreigners, willing to stay in the Czech Republic for over 90 days, need mostly a long-term visa or a long-term ...\'}, {\'title\': \'Visa-free Stays - frs.gov.cz\', \'href\': \'https://frs.gov.cz/en/visa-and-residence-permit-types/third-country-nationals/short-term-and-visa-free-stays/visa-free-stays/\', \'body\': \'A visa-free mode enables you to enter and stay in the Czech Republic only with a passport. That is possible if you are a citizen of a country with which the EU, or the Czech Republic individually, has concluded a visa waiver agreement. Other persons who can stay in the Czech Republic without a visa are: EU citizens,\'}, {\'title\': \'Citizens of Seven Non-EU Countries May Not Require Work Permits For The ...\', \'href\': \'https://brnodaily.com/2024/04/22/news/citizens-of-seven-non-eu-countries-may-not-require-work-permits-for-the-czech-republic/\', \'body\': \'People from the seven selected countries account for 1.1% of the foreign employees in the Czech Republic, whose total number reached 817,940 at the end of March. There were 4,434 workers from the UK, 2,505 from the USA, 929 from South Korea, 717 from Japan, 389 from Canada, 204 from Australia, and 93 from New Zealand.\'}, {\'title\': \'Updated Travel Regulations for Entry and Return to The Czech Republic ...\', \'href\': \'https://brnodaily.com/2021/08/09/travel-tips/updated-travel-regulations-for-entry-and-return-to-the-czech-republic-5/\', \'body\': \'To enter and stay in the Czech Republic, travellers from all groups of countries, including green countries, are required to present a test and fill in the Passenger Locator Form. Third-country nationals who do not have Czech residence or a long-term residence permit issued by another EU country are not allowed to enter Czech territory.\'}, {\'title\': \'Registration after Arrival - frs.gov.cz\', \'href\': \'https://frs.gov.cz/en/obligations-for-foreigners/registration-after-arrival/\', \'body\': \'1. You must get registered at a Ministry of the Interior office upon your arrival in the Czech Republic. In case you have been granted a D/VR visa, you have to register at an office of the Ministry of the Interior within 30 calendardays of your arrival to the Czech Republic. If you are able to legally enter the Czech Republic in a different way ...\'}]""]']","Yes, they do. If they are planning to stay in the Czech Republic for over 90 days, they need to obtain a long-term visa or a long-term residence.",Non-EU citizens generally need a permit to enter and stay in the Czech Republic for over 90 days. A visa-free mode is available for certain countries with a visa waiver agreement with the EU or the Czech Republic.,0.9999999999,1.0,0.9659134524513099,1.0
9,What are the two types of health insurance available in the Czech Republic?,"['[[""""]]']",Public and commercial," In the Czech Republic, there are two main types of health insurance: public and private.

1. Public health insurance: This is the standard form of health insurance in the Czech Republic and is mandatory for all residents. It is provided by a number of different insurance companies, but they all operate under the same system and offer similar coverage. The largest public health insurer is VZP (Všeobecná zdravotní pojišťovna), which covers the majority of the population. Public health insurance covers most medical services, including doctor visits, hospital stays, medications, and preventative care.
2. Private health insurance: This is an optional form of health insurance that can be purchased in addition to public health insurance. Private health insurance provides additional coverage for services that may not be covered by public health insurance, such as private rooms in hospitals, faster access to specialists, and alternative forms of medicine. Private health insurance is provided by a number of different companies and the cost and coverage vary depending on the provider.

It's important to note that private health insurance does not replace public health insurance, but rather supplements it. All residents of the Czech Republic are required to have public health insurance, and private health insurance is optional.",0.0,1.0,0.9901609406780464,0.0
0,What is the purpose of the municipal waste tax payment form?,"['[""[{\'title\': \'Waste Tax - Brno EN\', \'href\': \'https://en.brno.cz/cs/w/waste-tax\', \'body\': \'Please note that the fee for waste in Brno is not paid for the household as a whole, but for each member of the household (except for certain groups, e.g. children under four or seniors over 70 years of age). After registration, you can pay either directly through the e-shop or by bank transfer. If you have a Czech identification number ...\'}, {\'title\': \'Waste - E-shop Brno iD\', \'href\': \'https://www.brnoid.cz/en/waste\', \'body\': \'The first step is to create user account for this e-shop (you need only to fill in an e-mail and set a password). No additional personal information is required to pay the local municipal waste tax in Brno. You can enter them directly into the form. However any existing user account data will be prefilled in the form.\'}, {\'title\': \'Waste tax - Brno Expat Centre\', \'href\': \'https://www.brnoexpatcentre.eu/im-an-expat/local-fees/waste-collection-and-recycling/\', \'body\': \'Only report a change of address if necessary. If you are unsure whether you have registered yourself in the past, you can check by calling +420 542 174 307 or +420 542 174 310 or by email at odpady@brno.cz. They will be able to look up your details in the registry or cross-check with the Foreign Police registry.\'}, {\'title\': \'Waste tax 2024 due in May - Brno Expat Centre\', \'href\': \'https://www.brnoexpatcentre.eu/practical-tips/waste-tax-2024-due-in-may/\', \'body\': \\""It\'s the Municipality e-shop, easy to use, and also English-friendly. However, you can also transfer the fee or pay in cash in person. The waste collection fee is set to 670 CZK per person, except for children up to 3 years of age (cannot reach 4 in the current year) and seniors over 70 years of age. If you arrive later in the year, you can ...\\""}, {\'title\': \'Municipal Waste Fees Must Be Paid By All Brno Residents ... - Brno Daily\', \'href\': \'https://brnodaily.com/2021/05/11/brno/municipal-waste-fees-must-be-paid-by-all-brno-residents-before-may-31st/\', \'body\': \'Photo Credit: Z. Kola\\u0159\\u00edk / Brno City Municipality. Brno, May 11 (BD) - All foreign nationals (both EU and non-EU) residing in Brno for longer than three months must pay the municipal waste fee for 2021 by May 31st. The CZK 670 fee is to be paid by each person, rather than per flat. Children under 4 and people over 70 are exempt from the fee.\'}]""]']","The form allows you to enter any number of taxpayers and then pay with one payment for all of them, and also provides additional information for successful processing.","The purpose of the municipal waste tax payment form in Brno is to enable residents to pay for the waste collection and recycling services provided by the city. The fee is paid per person, with certain exemptions such as children under four years of age or seniors over 70. You can pay the fee through the city's e-shop, by bank transfer, or in person. Make sure to report any change of address and check if you are already registered before paying.",0.9999999999,1.0,0.9536499839878795,0.0
1,Who is eligible for public health insurance in the Czech Republic?,"['[[""""]]']","EU citizens and non-EU foreigners who are employed with a Czech employer, have a permanent residence card, are family members of an EU citizen, or have Temporary protection for Ukrainian refugees."," In the Czech Republic, all residents are required to have health insurance, and public health insurance is available to most people. Eligibility for public health insurance typically includes:

1. Citizens of the Czech Republic: All citizens of the Czech Republic are required to have public health insurance, which is provided by one of the several public health insurance companies in the country.
2. Foreigners with permanent residence: Foreigners who have obtained permanent residence in the Czech Republic are also eligible for public health insurance. They must register with a public health insurance company and pay contributions based on their income.
3. Foreigners with long-term residence: Foreigners who have been granted long-term residence in the Czech Republic may also be eligible for public health insurance, depending on the purpose of their stay. For example, students, employees, and self-employed individuals are typically required to have public health insurance.
4. EU citizens: Citizens of other EU countries who are temporarily staying or working in the Czech Republic can use their European Health Insurance Card (EHIC) to access healthcare services in the country. They may also be eligible for public health insurance if they have a permanent residence or long-term residence permit.
5. Family members: Family members of individuals who are eligible for public health insurance, such as spouses and children, may also be covered under their policy, depending on the specific terms and conditions.

It's important to note that private health insurance is also available in the Czech Republic, and some people choose to supplement their public health insurance coverage with a private plan. However, public health insurance provides comprehensive coverage for most medical procedures and treatments, and is generally considered to be of high quality.",0.9999999999,1.0,0.9748342690231859,1.0
2,What does public health insurance cover?,"['[[""""]]']","Public health insurance covers services that improve or maintain health, including ambulatory and institutional care, preventive care, provision of medicines, and more."," In the Czech Republic, including the city of Brno, public health insurance is provided by several different insurance companies, but the services covered are regulated by law. Public health insurance generally covers:

1. Basic healthcare services, such as doctor's visits, diagnostic tests, and treatments in outpatient clinics.
2. Hospital care, including surgeries, post-operative care, and other inpatient treatments.
3. Emergency medical services, both in the emergency room and through ambulance transportation.
4. Preventive care, such as regular check-ups, vaccinations, and screenings for various diseases.
5. Maternity and child healthcare services, including prenatal care, delivery, and postpartum care.
6. Dental care, although there are often co-payments or limitations on certain procedures.
7. Certain prescription medications, although coverage may vary depending on the specific medication and insurance provider.
8. Rehabilitation and physical therapy services, including physiotherapy and occupational therapy.
9. Some forms of alternative medicine, such as acupuncture, are also covered to a limited extent.

It's important to note that while public health insurance covers a wide range of healthcare services, there may be limitations or co-payments for certain treatments or procedures. Additionally, some elective or cosmetic procedures may not be covered at all. It's always best to check with your specific insurance provider to confirm what services are covered and what costs you may be responsible for.",0.0,1.0,0.9055988963494593,0.0
3,Who belongs to the public health insurance system in the Czech Republic?,"['[[""""]]']",Foreigners with an EU passport or certain non-EU foreigners.,,0.0,1.0,0.0,0.0
4,What is the minimum health insurance contribution per month in the Czech Republic?,"['[[""""]]']","Minimum contribution is 2,722 CZK/month"," In the Czech Republic, the minimum health insurance contribution is set by law and it is currently 2,350 CZK per month (approximately 97 EUR or 110 USD) for employees. This amount is paid by the employer on behalf of the employee. Self-employed individuals are required to pay the minimum contribution themselves, which is also 2,350 CZK per month. However, the actual cost of health insurance can vary depending on various factors such as the chosen health insurance provider and any additional services or benefits selected. It's important to note that these figures are subject to change and should be verified with the appropriate authorities or health insurance providers.",0.0,1.0,0.9869926050756307,0.0
5,How much does a 15-minute ticket for public transport in Brno cost?,"['[""[{\'title\': \'Public Transport - Brno EN\', \'href\': \'https://en.brno.cz/w/public-transport\', \'body\': \'In Brno, you can choose from several basic tickets depending on the length of your journey. The shortest and cheapest is a 15-minute ticket for 20 CZK; a 60-minute ticket costs 25 CZK, and for longer journeys you can use a 90-minute ticket for 27 CZK. You can buy your ticket from vending machines at bus and tram stops, in newsagents or directly ...\'}, {\'title\': \'The Complete One Day in Brno Itinerary, Czech Republic\', \'href\': \'https://meetmeindepartures.com/one-day-in-brno-itinerary-czech-republic/\', \'body\': \'Tickets cost around 15 euros if you book in advance. From Braslavia to Brno By Train. To get from Brastlvia to Brno by train, it takes between 90 minutes and 2 hours and prices start from 5 Euros for a one-way ticket. ... then head to Brno Reservoir. This is an easy 30-minute journey by tram. The reservoir is surrounded by cafes, restaurants ...\'}, {\'title\': \'Public Transportation in Brno: What Tickets to Get and Where\', \'href\': \'https://blog.foreigners.cz/public-transportation-in-brno-what-tickets-to-get-and-where/\', \'body\': \\""BRNO20 - for 20 minutes (20CZK) BRNO - for 75 minutes (29 CZK) BRNOD - for 24 hours (99 CZK) Phone number 90206. Also, tickets can only be purchased by coins from those yellow tickets vending machines so don\'t forget to keep change always. You can use applications like google Google Maps, Mapy.cz, or IDOS, to plan your destination ...\\""}, {\'title\': \'Brno Expat Centre\', \'href\': \'https://www.brnoexpatcentre.eu/im-an-expat/public-transport/\', \'body\': \'All tickets are transferable and you can travel with the 60min paper ticket and switch vehicles without stamping again. SMS tickets. You can also buy an SMS ticket - just send a text to number 90206 and wait for confirmation. BRNO20 will get you 20 minutes for 20 CZK, BRNO will get you 75 minutes for 29 CZK and BRNOD will get you 24 hours for ...\'}, {\'title\': \'Tourist Tickets - IDS JMK\', \'href\': \'https://www.idsjmk.cz/en/a/turisti-jizdenky.html\', \'body\': \'24 hours. Moravian karst. 130 / 110 CZK. 65 / 55 CZK. * Tickets marked with an asterisk can be used by children up to 15 years old on all IDS JMK lines. Youth aged 15 to 18, students with an ISIC card aged 18 to 26, and seniors over 65 can use them on all IDS JMK lines, except for city transport lines when traveling within Brno.\'}]""]']",15-minute ticket is for 20 CZK,A 15-minute ticket for public transport in Brno costs 20 CZK.,0.9999999999,1.0,1.0000000000000013,1.0
6,What is the benefit of buying an annual pass for public transport in Brno?,"['[""[{\'title\': \'Public Transport - Brno EN\', \'href\': \'https://en.brno.cz/w/public-transport\', \'body\': \'The annual fare will then cost you 3325 CZK, which is 9 CZK per day. You can arrange everything in English conveniently online here. Fare discounts that might interest you. The Brno City Transport Company, which operates public transport in Brno, offers a number of interesting benefits. As a companion of a child under 3 years old you can travel ...\'}, {\'title\': \'BRNOPAS - ABOUT BRNOPAS | Go To Brno\', \'href\': \'https://www.gotobrno.cz/en/brnopas/\', \'body\': \'This website is administered by \\u00a9TIC BRNO, a public-benefit corporation Radnick\\u00e1 2, 602 00 Brno, Czech Republic Tel.: +420 542 427 150 | E-mail: info@ticbrno.cz TIC BRNO is a public-benefit corporation and is financially supported by the statutory city of Brno.\'}, {\'title\': \'BRNOPAS - E-shop Brno iD\', \'href\': \'https://www.brnoid.cz/en/tic\', \'body\': \'BRNOPAS brings together and clearly presents a regularly updated offer from many institutions. You get free admissions, in particular to the Top 5 places in Brno (\\u0160pilberk Castle, Cathedral of Saints Peter and Paul, Ossuary at the Church of St James, Old Town Hall tower, and Brno Zoo), special discounts, and, with a three-day BRNOPAS, a free boat ride (during boating season).\'}, {\'title\': \'EOC - E-shop Brno iD\', \'href\': \'https://www.brnoid.cz/en/eoc\', \'body\': \'Brno Public Transport online. ... Furthermore, the ticket accompanies a child under 3 years of age, all transferable tickets (including an annual ticket, 24-hour ticket or tickets valid for 2 to 30 calendar days) and other tickets. My annual tariff card is about to expire, and I want to buy a tariff card in the new system. ... Web Brno.cz ...\'}, {\'title\': \'Public Transport Discounts for Students and Seniors To Be ... - Brno Daily\', \'href\': \'https://brnodaily.com/2022/01/20/news/transport/public-transport-discounts-for-students-and-seniors-to-be-reduced/\', \'body\': \'Discounts on transportation for students and senior citizens will be reduced from the current 75 to 50% of the fare, the government decided among other things yesterday. This change will take effect in April. Photo credit: KK / Brno Daily. Czech Republic, Jan 20 (BD) -Transport Minister Martin Kupka said that the discounts would remain in ...\'}]""]']",You can take another adult and up to three children under 15 for free on weekends.,"Buying an annual pass for public transport in Brno provides several benefits, including a significant cost reduction as the annual fare is just 9 CZK per day, which amounts to 3325 CZK for the whole year. You can easily arrange it online in English. The Brno City Transport Company offers additional discounts and free admissions to popular places in Brno with BRNOPAS.",0.9999999999,1.0,0.9910358491963062,1.0
7,What type of health insurance do foreigners in Czech Republic require?,"['[""[{\'title\': \\""A foreigner\'s guide to private health insurance in the Czech Republic ...\\"", \'href\': \'https://www.expats.cz/czech-news/article/a-guide-to-private-insurance-in-the-czech-republic-what-you-need-to-know\', \'body\': \\""A new amendment to the Foreigner\'s Act took effect on August 2, 2021, requiring foreigners with long-term residence in the Czech Republic to buy a health insurance contract with the commercial branch of V\\u0161eobecn\\u00e1 zdravotn\\u00ed poji\\u0161\\u0165ovna (VZP), officially known as Poji\\u0161\\u0165ovna VZP (PZVP), for five years. In cooperation with PVZP, we\'ve put ...\\""}, {\'title\': \'Health Insurance of Foreign Nationals | Maxima poji\\u0161\\u0165ovna a.s.\', \'href\': \'https://www.maximapojistovna.cz/en/insurance/health-insurance-foreign-nationals\', \'body\': \'It meets the legal conditions of stay of foreign nationals in the Czech Republic. MaxCare Health and Support Programme. Pregnancy and childbirth insurance with a limit of EUR 400,000. The insurance covers prescribed drugs within the scope of public health insurance. The insurance covers all treatment processes associated with necessary ...\'}, {\'title\': \'Healthcare for foreigners - VZP CR\', \'href\': \'https://en.vzp.cz/information/healthcare-for-foreigners\', \'body\': \'By law, every person who is a permanent resident of the Czech Republic, i.e. even foreigners, is compulsorily insured in the Czech Republic, unless they are subject to the legislation of another EU/EEA/Switzerland/UK Member State under European regulations or subject to the legislation of another Contracting State under an international treaty.\'}, {\'title\': \\""Foreigners\' Comprehensive Medical Insurance PLUS | PVZP\\"", \'href\': \'https://www.pvzp.cz/en/subproducts/foreigners-comprehensive-medical-insurance-plus/\', \'body\': \\""Comprehensive insurance for foreigners designed to protect their health by providing a high quality medical and assistance service. This insurance complies fully with the valid legislation governing foreigners\' residence in the Czech Republic and is accepted by the Department of Migration and Asylum Policy of the Ministry of the Interior\\""}, {\'title\': \'Comprehensive Health Insurance for Foreigners - Slavia poji\\u0161\\u0165ovna\', \'href\': \'https://www.slavia-pojistovna.cz/en/people/health-insurance-for-foreigners/comprehensive-health-insurance-for-foreigners/\', \'body\': \'To verify the participation of the treated foreigner in this commercial health insurance for foreigners, Slavia poji\\u0161\\u0165ovna can be contacted on working days from 8 AM to 4 PM at +420 255 790 111 or by email at provoz@slavia-pojistovna.cz, unless otherwise stated on the insurance card of the insured. Outside the stated hours, the insurance ...\'}]""]']",Foreigners in Czech Republic require commercial health insurance for medical expenses.,"Foreigners in Czech Republic who have long-term residence are required to purchase a health insurance contract with the commercial branch of Všeobecná zdravotní pojišťovna (VZP), known as Pojišťovna VZP, for five years. This is due to an amendment in the Foreigner's Act that took effect on August 2, 2021. The insurance covers prescribed drugs within the scope of public health insurance and all treatment processes associated with necessary healthcare.",0.9999999999,1.0,0.897924352201484,1.0
8,What should EU citizens with Temporary residence cards do when changing their residence address?,"['[""[{\'title\': \'Residence permits - Brno Expat Centre\', \'href\': \'https://www.brnoexpatcentre.eu/im-an-expat/residence-permits/\', \'body\': \'Tu\\u0159anka 1554/115b, 627 00 Brno-Slatina. Schedule appoitments at +420 974 801 801. Data box ID: 6bnaawp. Official website. Office Hours: Monday + Wednesday: 8am-5pm; Tuesday + Thursday: 8am-2pm. Friday is closed unless you have been invited for interrogation. Book an appointment through an online reservation system: frs.gov.cz or call 974 620 372.\'}, {\'title\': \'Reporting changes - Ministry of the interior of the Czech Republic\', \'href\': \'https://www.mvcr.cz/mvcren/article/reporting-changes.aspx\', \'body\': \'Change of address. EU citizens or their family members are required to report a change in the place of residence within 30 working days of this change occurring. ... Family members of EU citizens with permitted temporary residence who are holders of a residence card of a family member of an EU citizen without biometric data (so-called \\""paper ...\'}, {\'title\': \'Change of Address with EU Citizens and their Family Members\', \'href\': \'https://frs.gov.cz/en/obligations-for-foreigners/changes-with-eu-citizens-and-their-family-members/change-of-address-with-eu-citizens-and-their-family-members/\', \'body\': \\""All holders of a temporary residence permit who are EU citizens\' family members must report a change of their address. If you are a family member of a citizen of the United Kingdom of Great Britain and Northern Ireland under the Brexit withdrawal agreement, the same conditions apply to you.\\""}, {\'title\': \'Temporary residence - Ministry of the interior of the Czech Republic\', \'href\': \'https://www.mvcr.cz/mvcren/article/temporary-residence.aspx\', \'body\': \'EU. Agenda of the EU at the Ministry of the Interior; EU Funds and Programmes; European Migration Network; Schengen (English) Schengen (Deutsch) Elections to the European Parliament 2009; The Salzburg Forum; Links. Ministries and Governmental Offices; President, Parliament and Courts; Public Administration Portal, EU links; Contacts. Ministry ...\'}, {\'title\': \'Application forms - Ministry of the interior of the Czech Republic\', \'href\': \'https://www.mvcr.cz/mvcren/article/application-forms.aspx?q=Y2hudW09Ng==\', \'body\': \'Application form for EU citizens and their family members (pdf, 1,5 MB) As of January 1 st, 2022, the old form of application (pdf, 819 kB) can be used only to apply for new residence document replacing lost, stolen, damaged document or to apply for a change to be made in Registration certificate or in Residence Permit Card (Residence Card).\'}]""]']",They must report the change within 30 days and a new card will be issued.,EU citizens with Temporary residence cards in Brno should report a change of their address within 30 working days of this change occurring. This can be done at the Ministry of the Interior's office or online through the frs.gov.cz system. The application form for EU citizens and their family members can be found on the ministry's website.,0.9999999999,1.0,0.9390002045303323,0.5
9,What is the time frame for foreigners with a long-term visa or residence card to report a change of residence address?,"['[""[{\'title\': \'Change of Address Regarding Third Country Nationals - gov.cz\', \'href\': \'https://frs.gov.cz/en/obligations-for-foreigners/changes-with-third-country-nationals/change-of-address/\', \'body\': \'All third-country nationals who hold a long-term visa, long-term residence permit or a permanent residence permit must report a change of address. In some cases, the procedure and conditions of reporting a change of address differ. ... If you fail to report the change within the time limit, you can be fined. 4. Go to a Ministry of the Interior ...\'}, {\'title\': \'Residence permits - Brno Expat Centre\', \'href\': \'https://www.brnoexpatcentre.eu/im-an-expat/residence-permits/\', \'body\': \'Foreigners with a long-term visa or residence card are required to report a change of residence address within 30 days of it occurring if the ... (call 974 801 801 or book online at frs.gov.cz; few weeks ahead of the time) or in an ... Foreigners with a long-term visa or residence card are required to report a change of residence address ...\'}, {\'title\': \'Reporting changes - Ministry of the interior of the Czech Republic\', \'href\': \'https://www.mvcr.cz/mvcren/article/reporting-changes.aspx\', \'body\': \'his/her residence card. If a foreigner reports a change of residence and holds a registration certificate, residence permit, permanent residence permit or permanent residence card, he or she must pay an administrative fee. The change can be reported on behalf of a foreign national by a different person on the basis of a power of attorney.\'}, {\'title\': \'Brno Expat Centre\', \'href\': \'https://www.brnoexpatcentre.eu/im-an-expat/registering/\', \'body\': \'Foreign Police. Office hours: Mon and Wed 8:00-17:00 Tue and Thu 8:00-14:00. Cejl 62b. 974 628 131, only Czech. policie.cz - only in CZ. Shortly after your arrival in Brno, you should head over to the Immigration Office or Foreign Police to validate your visa and register your place of residence.\'}, {\'title\': \'Long-term Residence - General Information - frs.gov.cz\', \'href\': \'https://frs.gov.cz/en/visa-and-residence-permit-types/third-country-nationals/long-term-residence-permits/long-term-residence-general-information/\', \'body\': \'A long-term residence permit is always issued for a specific purpose. You can apply for this type of residence permit if you hold a long-term visa issued for the same purpose for which a long-term residence permit is requested, as long as this purpose continues to exist. The following long-term residence permits are exceptions:\'}]""]']",Foreigners with a permanent residence permit are required to report a change of residence within 30 days of it occurring if the change in the place of residence is expected to last longer than 180 days.,Foreigners with a long-term visa or residence card are required to report a change of residence address within 30 days of it occurring. Failing to report the change within the time limit can result in a fine.,0.9999999999,1.0,0.9391318766817941,1.0
