,question,contexts,ground_truth,answer,context_precision,faithfulness,answer_relevancy,context_recall
3,Who belongs to the public health insurance system in the Czech Republic?,"['[""[{\'title\': \'Healthcare for foreigners - VZP CR\', \'href\': \'https://en.vzp.cz/information/healthcare-for-foreigners\', \'body\': \'By law, every person who is a permanent resident of the Czech Republic, i.e. even foreigners, is compulsorily insured in the Czech Republic, unless they are subject to the legislation of another EU/EEA/Switzerland/UK Member State under European regulations or subject to the legislation of another Contracting State under an international treaty.\'}, {\'title\': \'Health insurance for Czech citizens and foreign nationals - PVZP\', \'href\': \'https://www.pvzp.cz/en/blog-en/health-insurance-for-czech-citizens-and-foreign-nationals-how-does-the-czech-healthcare-system-work/\', \'body\': \'For stays longer than 90 days, it is necessary to join the public health insurance system of the Czech Republic or to arrange commercial health insurance. EU citizens with a permanent residence permit in the Czech Republic or employees with an employment contract for more than three months are entitled to public health insurance. Furthermore ...\'}, {\'title\': \'Healthcare System in Czech Republic: everything you need to know\', \'href\': \'https://internationalhealth.com/en/Health-System-and-Medical-Insurance/Czech-Republic\', \'body\': \\""Any foreigner who is a permanent resident or is working in the Czech Republic must contribute to the health fund. A part is paid by the employer and the rest is deducted from the employee\'s salary. Members of other EU countries also have access to the system using their European Health Insurance Card, as long as they are in the country ...\\""}, {\'title\': \'Health Insurance - Brno Expat Centre\', \'href\': \'https://www.brnoexpatcentre.eu/im-an-expat/health-insurance/\', \'body\': \'You belong to the public health insurance system. All foreigners with an EU passport, whether economically active - employed or freelancing - or not, belong to the public health insurance system.. All non-EU foreigners who are. employed with a Czech employer,; have a permanent residence card,; are family members of an EU citizen, or; have Temporary protection for Ukrainian refugees\'}, {\'title\': \'Health insurance for foreigners in the Czech Republic\', \'href\': \'https://www.czech-medical-insurance.cz/en\', \'body\': \'Our comprehensive care is comparable to what health insurance in the Czech Republic offers. from 1 472 K\\u010d /month. Included in the insurance: preventive care. diagnostic care. outpatient care. dispensary care for patients at risk of chronic diseases. institutional and therapeutic care. rehabilitation.\'}]""]']",Foreigners with an EU passport or certain non-EU foreigners.,"In the Czech Republic, all citizens and foreigners with permanent residence are required to join the public health insurance system. This includes employees, students, and other individuals with long-term residence permits.",0.9999999999,0.6666666666666666,0.9577465612243596,1.0
4,What is the minimum health insurance contribution per month in the Czech Republic?,"['[""[\\""If self-employment is your main economic activity, the amount paid in contributions depends on your income, but the minimum is 2,722 CZK/month (2023). In the first year of their trade licence, everyone starts with the minimum health care contribution, regardless of the (expected) annual income. If you have a job as an employee and are using the trade licence for a secondary income, then you are not required to pay monthly advances. The contribution for the previous year depends on the total business profit. When your income tax return is being prepared you or your accountant will also calculate whether the minimum health care contributions were enough or whether you must pay extra. Also, based on the income from the previous year, you will be informed by your accountant of the new monthly health care contribution for the current year. The amount is determined by the profit achieved in the previous year. The assessment base for calculation of health insurance is 50% of the profit (gross income minus expenses equals profit). The health care contribution is 13.5% of the assessment base. In most cases \\u2013 where the lump sum for expenses is 60% \\u2013 this effectively amounts to about 2.7% of the income. If the actual assessment base is lower than the minimum calculation basis, then the health care contribution is set at the minimum monthly advance mentioned above. Public health insurance must be paid before the 8th of the current month for each previous month.\\\\nBrno, Czech Republic\\\\nHealth Insurance Contributions\\\\nHealth insurance contributions depend on income and profit. Minimum contribution is 2,722 CZK/month. Contributions are calculated based on previous year\'s profit and expenses. Payment is due before the 8th of each month.; url: https://www.brnoexpatcentre.eu/im-an-expat/health-insurance/\\""]""]']","Minimum contribution is 2,722 CZK/month","Minimum contribution to the system is 2,722 CZK/month",0.9999999999,1.0,0.8511615606231343,1.0
5,How much does a 15-minute ticket for public transport in Brno cost?,"['[""[\'In Brno, you can choose from several basic tickets depending on the length of your journey. The shortest and cheapest is a 15-minute ticket for 20 CZK; a 60-minute ticket costs 25 CZK, and for longer journeys you can use a 90-minute ticket for 27 CZK. You can buy your ticket from vending machines at bus and tram stops, in newsagents or directly in the carriages. Each time you board the vehicle, just tap your contactless bank card against the validator and the system will charge you an hourly ticket for 25 CZK. This is the easiest and most used option. If you want a shorter ticket for 20 CZK, you have to beep on exit as well. You can also purchase a ticket for a passenger or another fare option directly on the validator. Details can be found on the website.\\\\nBrno, Czech Republic\\\\nHow to buy a single ticket for public transport in Brno\\\\nBuying a single ticket for public transport in ; url: https://en.brno.cz/w/public-transport\', \\""If you\\\\\\\\\'re staying in Brno for a long time, we definitely recommend buying a travel pass, which locals call \\u0161alinkarta. For some people, a monthly or even quarterly pass is enough, but you can save the most on an annual pass. You can buy one at brnoid.  An annual season ticket comes with lots of benefits for example, you can take another adult and up to three children under 15 for free on weekends. You can take your dog or luggage for free with any season ticket.\\\\nBrno, Czech Republic\\\\nBuying an Annual Pass for Public Transport in Brno\\\\nBuying an annual pass for public transport in Brno, called \\u0161alinkarta, offers many benefits, including free travel for an adult and up to three children on weekends.; url: https://en.brno.cz/w/public-transport\\""]""]']",15-minute ticket is for 20 CZK,I do not know.,0,0,0,0
6,What is the benefit of buying an annual pass for public transport in Brno?,"['[""[\\""If you\\\\\\\\\'re staying in Brno for a long time, we definitely recommend buying a travel pass, which locals call \\u0161alinkarta. For some people, a monthly or even quarterly pass is enough, but you can save the most on an annual pass. You can buy one at brnoid.  An annual season ticket comes with lots of benefits for example, you can take another adult and up to three children under 15 for free on weekends. You can take your dog or luggage for free with any season ticket.\\\\nBrno, Czech Republic\\\\nBuying an Annual Pass for Public Transport in Brno\\\\nBuying an annual pass for public transport in Brno, called \\u0161alinkarta, offers many benefits, including free travel for an adult and up to three children on weekends.; url: https://en.brno.cz/w/public-transport\\""]""]']",You can take another adult and up to three children under 15 for free on weekends.,"The benefit of buying an annual pass for public transport in Brno is that it offers many benefits, including free travel for an adult and up to three children on weekends. Additionally, you can take your dog or luggage for free with any season ticket.",0.9999999999,1.0,0.9966457237275438,1.0
7,What type of health insurance do foreigners in Czech Republic require?,"['[""[\'All foreigners (non-EU) without permanent residency who reside in the CR on a long-term visa, long-term residency or temporary residency permit for any kind of purpose (study, do business, reunite with a family) are required to conclude the health insurance for settlement of medical expenses, for the minimum amount of EUR 400,000. The commercial insurance differs from the public health insurance on principle, mainly with the existing indemnification limit, and also the scope of the covered care is limited. There are two basic types of insurance: health insurance for cases of emergency urgent care and for short stays only, called basic health insurance = z\\u00e1kladn\\u00ed zdravotn\\u00ed poji\\u0161t\\u011bn\\u00ed , health insurance for cases of complex care and for stays over 90 days, called comprehensive health insurance = komplexn\\u00ed zdravotn\\u00ed poji\\u0161t\\u011bn\\u00ed. You have to have a prepaid commercial health insurance for the full time of your expected stay and visa validity. Contact any of the commercial health insurance company (see the contact details below) and choose the insurance plan to your preference. You need to prepay commercial health insurance, the price of which depends on gender and age, not on income.\\\\nBrno, Czech Republic\\\\nHealth Insurance for Foreigners in Czech Republic\\\\nForeigners in Czech Republic require commercial health insurance for medical expenses. Two types: basic and comprehensive. Prepayment is required, with prices starting at 1,000 CZK/month.; url: https://www.brnoexpatcentre.eu/im-an-expat/health-insurance/\']""]']",Foreigners in Czech Republic require commercial health insurance for medical expenses.,"Foreigners in Czech Republic require commercial health insurance for settlement of medical expenses, with two types available: basic health insurance for emergency urgent care and short stays, and comprehensive health insurance for complex care and stays over 90 days. Prepayment is required, with prices starting at 1,000 CZK per month.",0.9999999999,1.0,0.9768627328513256,0.5
8,What should EU citizens with Temporary residence cards do when changing their residence address?,"['[""[{\'title\': \'Residence permits - Brno Expat Centre\', \'href\': \'https://www.brnoexpatcentre.eu/im-an-expat/residence-permits/\', \'body\': \'Tu\\u0159anka 1554/115b, 627 00 Brno-Slatina. Schedule appoitments at +420 974 801 801. Data box ID: 6bnaawp. Official website. Office Hours: Monday + Wednesday: 8am-5pm; Tuesday + Thursday: 8am-2pm. Friday is closed unless you have been invited for interrogation. Book an appointment through an online reservation system: frs.gov.cz or call 974 620 372.\'}, {\'title\': \'Reporting changes - Ministry of the interior of the Czech Republic\', \'href\': \'https://www.mvcr.cz/mvcren/article/reporting-changes.aspx\', \'body\': \'Change of address. EU citizens or their family members are required to report a change in the place of residence within 30 working days of this change occurring. ... Family members of EU citizens with permitted temporary residence who are holders of a residence card of a family member of an EU citizen without biometric data (so-called \\""paper ...\'}, {\'title\': \'Change of Address with EU Citizens and their Family Members\', \'href\': \'https://frs.gov.cz/en/obligations-for-foreigners/changes-with-eu-citizens-and-their-family-members/change-of-address-with-eu-citizens-and-their-family-members/\', \'body\': \\""All holders of a temporary residence permit who are EU citizens\' family members must report a change of their address. If you are a family member of a citizen of the United Kingdom of Great Britain and Northern Ireland under the Brexit withdrawal agreement, the same conditions apply to you.\\""}, {\'title\': \'Temporary residence - Ministry of the interior of the Czech Republic\', \'href\': \'https://www.mvcr.cz/mvcren/article/temporary-residence.aspx\', \'body\': \'EU. Agenda of the EU at the Ministry of the Interior; EU Funds and Programmes; European Migration Network; Schengen (English) Schengen (Deutsch) Elections to the European Parliament 2009; The Salzburg Forum; Links. Ministries and Governmental Offices; President, Parliament and Courts; Public Administration Portal, EU links; Contacts. Ministry ...\'}, {\'title\': \'Application forms - Ministry of the interior of the Czech Republic\', \'href\': \'https://www.mvcr.cz/mvcren/article/application-forms.aspx?q=Y2hudW09Ng==\', \'body\': \'Application form for EU citizens and their family members (pdf, 1,5 MB) As of January 1 st, 2022, the old form of application (pdf, 819 kB) can be used only to apply for new residence document replacing lost, stolen, damaged document or to apply for a change to be made in Registration certificate or in Residence Permit Card (Residence Card).\'}]""]']",They must report the change within 30 days and a new card will be issued.,EU citizens with Temporary residence cards in Brno should report a change of their address within 30 working days of this change occurring. This can be done at the Ministry of the Interior's office or online through the frs.gov.cz system. The application form for EU citizens and their family members can be found on the ministry's website.,0.9999999999,1.0,0.9206020349473993,0.5
9,What is the time frame for foreigners with a long-term visa or residence card to report a change of residence address?,"['[""[\'Foreigners with a long-term visa or residence card are required to report a change of residence address within 30 days of it occurring if the change in the place of residence is expected to last longer than 30 days. Foreigners with a permanent residence permit are required to report a change of residence within 30 days of it occurring if the change in the place of residence is expected to last longer than 180 days. The new place of residence must be reported to the MOI office in the area of the new place of residence.\\\\nBrno, Czech Republic\\\\nResidence Permits: Change of Address with long-term visa or residence card and permanent residence permit\\\\nReporting changes of residence address for foreigners with long-term visa or residence card and permanent residence permit; url: https://www.brnoexpatcentre.eu/im-an-expat/residence-permits/\', \'Change of address for EU citizens or their family members with Temporary residence cards requires reporting the change within 30 working days if it is expected to last longer than 180 days. A similar requirement applies to foreigners with a long-term visa or residence card, as well as those with a permanent residence permit. The article provides a list of required documents and details the process for reporting the address change, including submission options by post and in person.\\\\n\\\\nResidence Permit: Change of Address for EU and Non-EU Citizens\\\\nThe article outlines the requirements for reporting a change of residence address for both EU and non-EU citizens in the Czech Republic. It details the necessary documents and procedures for reporting the change of address, including submission by post and in person.; url: https://www.brnoexpatcentre.eu/im-an-expat/residence-permits/\', \'EU citizens or their family members with Temporary residence cards are required to report a change of residence address within 30 working days of this change occurring. This obligation applies if the change in the place of residence is expected to last longer than 180 days. A change in the place of residence is submitted to the MOI office relevant to your new address. This change is not entered in the Temporary residence card, instead, a new card is issued. The change in the place of residence will be entered into the database for all public offices.\\\\nTu\\u0159anka 115b, Brno 617 00\\\\nResidence Permits: Change of Address with Temporary residence cards\\\\nEU citizens with Temporary residence cards must report changes of residence address within 30 days. A new card is issued and the change is recorded in the database.; url: https://www.brnoexpatcentre.eu/im-an-expat/residence-permits/\']""]']",Foreigners with a permanent residence permit are required to report a change of residence within 30 days of it occurring if the change in the place of residence is expected to last longer than 180 days.,"Foreigners with a long-term visa or residence card must report a change of residence address within 30 days of it occurring if the change is expected to last longer than 30 days. For those with a permanent residence permit, the reporting period is also 30 days for changes expected to last longer than 180 days. The new address must be reported to the MOI office in the area of the new residence.",0.0,1.0,0.9517303636387822,1.0
0,What are the parking rules in Brno?,"['[""[\'Parking zones \\u2013 perhaps you have noticed the blue road markings in the centre. This is the parking system in Brno. Zone A in the historical centre can be entered by car only with a permit. In zones B and C you can park with a resident\\u2019s or subscriber\\u2019s permit or pay for the fee at a parking metre on the spot (zone B only), via an app or SMS. The first hour of a weekday is for free, and during weekends the whole day is free of charge. The system of coloured parking is explained in detail on the www.parkovanivbrne.cz website.\\\\nBrno, Czech Republic\\\\nParking Zones in Brno\\\\nParking zones in Brno, including Zone A, B, and C, with different parking rules and fees.; url: https://en.brno.cz/w/parking\']""]']","This is the parking system in Brno. Zone A in the historical centre can be entered by car only with a permit. In zones B and C you can park with a resident’s or subscriber’s permit or pay for the fee at a parking metre on the spot (zone B only), via an app or SMS. The first hour of a weekday is for free, and during weekends the whole day is free of charge. The system of coloured parking is explained in detail on the www.parkovanivbrne.cz website.","The parking rules in Brno involve parking zones A, B, and C. Zone A in the historical centre requires a permit for car entry. In zones B and C, residents or subscribers can park with a permit or pay the fee at parking meters, via an app, or SMS. The first hour on weekdays is free, and weekends are free for the whole day. More detailed information can be found on the www.parkovanivbrne.cz website.",0.899,1.0,0.9516767849638352,1.0
1,Are there any Parking restrictions in Brno city centre?,"['[""[\'Parking zones \\u2013 perhaps you have noticed the blue road markings in the centre. This is the parking system in Brno. Zone A in the historical centre can be entered by car only with a permit. In zones B and C you can park with a resident\\u2019s or subscriber\\u2019s permit or pay for the fee at a parking metre on the spot (zone B only), via an app or SMS. The first hour of a weekday is for free, and during weekends the whole day is free of charge. The system of coloured parking is explained in detail on the www.parkovanivbrne.cz website.\\\\nBrno, Czech Republic\\\\nParking Zones in Brno\\\\nParking zones in Brno, including Zone A, B, and C, with different parking rules and fees.; url: https://en.brno.cz/w/parking\', \'Entering the city centre \\u2013 drivers are not allowed to enter the historic zone A without a permit. The only exception applies to the Vesel\\u00e1 area which is possible to drive through, but with no parking allowed. Detailed information on what permit you need and where to get \\\\nBrno, Czech Republic\\\\nParking in Brno City Centre\\\\nParking restrictions in Brno city centre, permits required. Exception for Vesel\\u00e1 area, no parking allowed.; url: https://en.brno.cz/w/parking\']""]']",Entering the city centre – drivers are not allowed to enter the historic zone A without a permit.,"In Brno city centre, there are parking restrictions in place. Zone A in the historical centre can only be entered by car with a permit. In zones B and C, you can park with a resident's or subscriber's permit or pay for the fee at a parking meter, via an app, or SMS. The first hour of a weekday is free, and weekends are free of charge for the whole day. Detailed information about the parking system and zones can be found on the www.parkovanivbrne.cz website.",0.9999999999,1.0,0.9802394811650862,1.0
2,What is required to apply for permanent residence in the Czech Republic?,"['[""[{\'title\': \'Permanent Residence - General Information - frs.gov.cz\', \'href\': \'https://frs.gov.cz/en/visa-and-residence-permit-types/third-country-nationals/permanent-residence/permanent-residence-general-information/\', \'body\': \'Under what conditions can you most often apply for a permanent residence permit? After 5 years of temporary residence in the Czech Republic. After 5 years of continuous residence in the EU Member States (only blue card holders and their family members who have been issued a long-term residence permit for the purpose of family reunification); Without the requirement of previous residence in the ...\'}, {\'title\': \'Permanent residence - Ministry of the interior of the Czech Republic\', \'href\': \'https://www.mvcr.cz/mvcren/article/third-country-nationals-permanent-residence.aspx\', \'body\': \'The legal status of a long-term resident; Permanent residence permit for persons with Czech origin; Permanent residence permit for EU Blue Card holders; Permanent residence permit for children born in the Czech Republic; Permanent residence permit for the purpose of family unification (child of a foreign national with a permanent residence ...\'}, {\'title\': \'Permanent Residence - frs.gov.cz\', \'href\': \'https://frs.gov.cz/en/visa-and-residence-permit-types/third-country-nationals/permanent-residence/\', \'body\': \'Permanent residence permit after 5 years of temporary residence in the Czech Republic Permanent residence of a foreigner entrusted to foster care Permanent residence permit for holders of a Blue Card issued by another EU country Permanent residence permit for the purpose of family reunification (child of a foreign national with a permanent ...\'}, {\'title\': \'Immigration - Ministry of the interior of the Czech Republic\', \'href\': \'https://www.mvcr.cz/mvcren/article/immigration.aspx\', \'body\': \'Duty of Family Members of EU Citizens to Apply for a Replacement of a Residence Permit Card - frs.gov.cz. CHANGES FROM JANUARY 1 ST, 2024 REGARDING ACCESS TO HEALTH INSURANCE FOR MINORS, HAVING LONG-TERM RESIDENCE IN THE CZECH REPUBLIC From January 1 st, 2024, all foreigners under 18 years of age who have a valid long-term residence permit ...\'}, {\'title\': \'Check What Residence Permit or Visa you Need - frs.gov.cz\', \'href\': \'https://frs.gov.cz/en/want_to_apply/\', \'body\': \'Disclaimer: This website is being continuously updated. The information available here is not intended to be comprehensive and many details which are relevant to particular circumstances may have been omitted. Hence it cannot be regarded as the full extent of the Act on the Residence of Foreign Nationals in the Czech Republic.\'}]""]']","Application form, A travel document, 1 photograph, A document confirming the condition of 5 years of continuous stay, Proof of accommodation","To apply for permanent residence in the Czech Republic, you can most often meet the conditions after 5 years of temporary residence or continuous residence in EU Member States (only for blue card holders and their family members who have been issued a long-term residence permit).",0.9999999999,1.0,0.9039855604942483,0.5
3,What should I do with my residence card when leaving the Czech Republic?,"['[""[\'Before leaving Brno and the CR, you and your family members are obliged to hand in the residence card to the Immigration Office. You can also send the document by registered mail with a letter that you are ending your residence in the Czech Republic. (More about a registered letter in our guide Postal Services.) Don\\u2019t forget to cancel your waste collection fee registration with the municipality too \\u2013 read more about that responsibility in our guide Waste collection and recycling. You can also check the Ministry\\u2019s official website. Right now, as a British citizen, you are not obliged to have a residency card issued \\u2013 until the end of 2020. However, the Czech government recommends doing so in order to prevent administrative difficulties in the future. The Temporary residence certificate is an easily-obtained residence card that will allow you to stay here after the transitional period (see the question How can I apply for the temporary residence certificate for EU citizen? above). Furthermore, the Czech Ministry of Interior recommends applying for a permanent residency card if you\\u2019ve stayed in the CR for at least five years. Do I always have to carry my residence card with me? Yes.\\\\nBrno, Czech Republic\\\\nResidence Permits canceling\\\\nThis article discusses how to cancel residency when leaving the Czech Republic, what British citizens need to do to legalize their stay, and the importance of carrying a residence card.; url: https://www.brnoexpatcentre.eu/im-an-expat/residence-permits/\']""]']",You should hand in the residence card to the Immigration Office or send it by registered mail with a letter stating that you are ending your residence in the Czech Republic.,"Before leaving the Czech Republic, you are obliged to hand in your residence card to the Immigration Office or send it by registered mail with a letter stating that you are ending your residence. Don't forget to cancel your waste collection fee registration with the municipality as well. As a British citizen, you are recommended to have a residency card issued to prevent future administrative difficulties. It is also advisable to apply for a permanent residency card if you have stayed in the Czech Republic for at least five years. Always carry your residence card with you. For more information, you can check the Ministry's official website.",0.899,1.0,0.9040727056032329,1.0
4,What are the options for obtaining long-term residence permits in the Czech Republic?,"['[""[{\'title\': \'Long-term Residence - General Information - frs.gov.cz\', \'href\': \'https://frs.gov.cz/en/visa-and-residence-permit-types/third-country-nationals/long-term-residence-permits/long-term-residence-general-information/\', \'body\': \'You can apply for this type of residence permit if you hold a long-term visa issued for the same purpose for which a long-term residence permit is requested, as long as this purpose continues to exist. The following long-term residence permits are exceptions: Long-term residence permit for the purpose of family reunification in the Czech Republic.\'}, {\'title\': \'Residence permits - Brno Expat Centre\', \'href\': \'https://www.brnoexpatcentre.eu/im-an-expat/residence-permits/\', \'body\': \'Extension of your residence certificate is filed at the relevant MOI office on the territory of the Czech Republic (Tu\\u0159anka 115b, Brno). You can submit your application for extension at the Immigration office in person (anytime during office hours, just line up and be ready to wait for hours), in person at the appointment (call 974 801 801 or book online at frs.gov.cz; few weeks ahead of the ...\'}, {\'title\': \'Long-term residence - Ministry of the interior of the Czech Republic\', \'href\': \'https://www.mvcr.cz/mvcren/article/third-country-nationals-long-term-residence.aspx\', \'body\': \'In general, you are obliged to submit an application for an issuing a long-term residence permit or for an extension of a validity of this permit soon enough 120 days before the end of a validity of existing long-term residence permit or a long term visa and at the latest day of a validity of the visa or residence permit.\'}, {\'title\': \'Long-term Resident Status in the European Community - frs.gov.cz\', \'href\': \'https://frs.gov.cz/en/life-in-the-eu/long-term-resident-status-in-the-european-community/\', \'body\': \\""Under what conditions can you acquire the status of a long-term European Community resident? If, as a third country citizen, you are granted a permanent residence permit after 5 years of continuous temporary residence.; If, as an EU citizen\'s family member, you apply for a permanent residence permit after 5 years of continuous temporary residence and you state as the purpose of the ...\\""}, {\'title\': \'Long-term Residence Permit of a Resident of Another EU Member ... - gov.cz\', \'href\': \'https://frs.gov.cz/en/visa-and-residence-permit-types/third-country-nationals/long-term-residence-permits/long-term-residence-permit-of-a-resident-of-another-eu-member-state/\', \'body\': \'You can apply for the extension of the long-term residence permit as a resident of another EU member state, if you wish to stay on in the Czech Republic. A long-term residence can be repeatedly extended, though for the maximum period of 2 years. Before the expiry of your residence permit you can apply for a long-term residence for another ...\'}]""]']","Extending the validity of an Employee card, applying for a new Employee card at a Czech embassy abroad, or switching the purpose of stay from another type of residence permit","There are several options for obtaining long-term residence permits in the Czech Republic, including long-term residence permits issued for various purposes like employment, business, studies, or family reunification, among others. You can apply for a long-term residence permit once you hold a long-term visa for the same purpose and this purpose still exists, except for the long-term residence permit for family reunification in the Czech Republic. To apply for an extension of your residence certificate, visit the relevant Ministry of Interior (MOI) office, preferably with an appointment. You can submit your application in person during office hours or at a scheduled appointment several weeks in advance of its expiration date.",0.9999999999,1.0,0.9999990531953191,0.5
5,How can I obtain my birth number (rodné číslo) in the Czech Republic?,"['[""[\'Your residence card should automatically come with an assigned personal \\u201cbirth number\\u201d \\u2013 rodn\\u00e9 \\u010d\\u00edslo . Most of the time, however, it is not issued within the same period (it is a different department of the Ministry of Interior) and is generated months later. If you would like to learn that number, you have to get it from the Immigration office (MoI). They can tell you over the phone (974 801 801) if the number is ready or not. To learn the number, you have to visit the MoI in person and ask for \\u201crodn\\u00e9 \\u010d\\u00edslo\\u201d, or send a request from your data mailbox, or send a request letter to the MoI office. If you didn\\u2019t get the address printed on your residence card, ask right away at the Immigration office to give you the stamp with the address into your passport. (It is not possible to get it at the Foreign police at Cejl) Another option is to apply via postal mail for \\u201cA certificate of current residence\\u201d . Fill out the application form, attach 50 CZK value stamp \\u201ckolek\\u201d inside the envelope, and send both to the Immigration office, Tu\\u0159anka 115b and you will get a certificate with a valid residence address back in 30 days.\\\\nTu\\u0159anka 115b, Brno, Czech Republic\\\\nResidence Permits and birth number and proof of current residence address\\\\nThis article describes how to obtain a birth number (rodn\\u00e9 \\u010d\\u00edslo) from the Ministry of Interior and proof of current residence address. It provides step-by-step instructions on how to apply for these documents via phone, in-person visit, or postal mail.; url: https://www.brnoexpatcentre.eu/im-an-expat/residence-permits/\']""]']","You can obtain your birth number by visiting the Ministry of Interior in person, calling them at 974 801 801, or sending a request letter to the MoI office.","In the Czech Republic, your residence card should automatically come with an assigned personal birth number (rodné číslo). However, if you need to obtain the number, you can get it from the Ministry of Interior. You can visit the MoI in person, or request the number via phone, data mailbox, or postal mail. Another option is to apply for a certificate of current residence via postal mail, which includes the birth number.",0.9999999999,1.0,0.9672438283482737,1.0
6,What services are offered at the Brno City Municipality for foreign nationals regarding driving licences?,"['[""[{\'title\': \'Driving Licence - Brno EN\', \'href\': \'https://en.brno.cz/w/driving-licence\', \'body\': \'Information for foreign nationals. Having met conditions stipulated by law, you can apply, for example, for the following at the Brno City Municipality: Granting a driving licence or higher category entitlements to your licence. Exchange of a driving licence (European driving licence, foreign driving licence)\'}, {\'title\': \'Driving licence - Brno Expat Centre\', \'href\': \'https://www.brnoexpatcentre.eu/im-an-expat/driving/driving-licence/\', \'body\': \'If your DL (driving licence) is not in accordance with the Convention on Road Traffic (Vienna 1968, Geneva 1949, ie. does not look the same as the Czech DL specimen below), you may drive in the Czech Republic only with an international driving licence which is issued in addition to a valid foreign national DL.The international driving license is issued and can only be extended in the country ...\'}, {\'title\': \'Driving Licence | Foreigners.cz\', \'href\': \'https://www.foreigners.cz/driving-licence?file=driving-licence\', \'body\': \\""Driving Licence. Available Brno Pardubice Prague Pilsen Hradec Kr\\u00e1lov\\u00e9 Olomouc. Take a driving course in English and get an international driving licence! It is a good idea especially due to competitive price and Europe-wide validity. You don\'t need to speak Czech - Foreigners will recommend you a foreigner-friendly driving school and guide ...\\""}, {\'title\': \'Czech driving licence for foreigners [explained + infographic]\', \'href\': \'https://www.praguereferral.cz/czech-driving-licence-foreigners/\', \'body\': \'Processing time for IDP in Czech Republic. There is no processing time - you get the permit in a couple of minutes after you pay the 50 CZK fee. All you need is to bring your Czech driving licence, your ID, and a photo - 35 x 45 mm. Ask for \\""Mezin\\u00e1rodn\\u00ed \\u0159idi\\u010dsk\\u00fd pr\\u016fkaz\\"" if they don\\\\\'t speak English.\'}, {\'title\': \'Driving Licence Exchange: New Rules For Third-Country Nationals\', \'href\': \'https://blog.foreigners.cz/driving-licence-exchange-third-country-nationals/\', \'body\': \'New Rules. From 2024, if an expat wants to hold a driving licence valid in the Czech Republic, all they need to do is to present either their national driving licence or an international driving licence that complies with: 1968 Vienna Convention on Road Traffic. OR. 1949 Geneva Convention on Road Traffic. to the relevant municipal authority ...\'}]""]']","Granting a driving licence or higher category entitlements, exchange of a driving licence, issuing of a replacement driving licence, entering of professional qualification, and issuing of a digital tachograph driver card.","Foreign nationals in Brno can apply for a driving license or higher category entitlements, and exchange their European or foreign driving license at the Brno City Municipality, provided they meet the legal conditions. If your driving license is not in accordance with certain conventions, you may need to have an international driving license issued in addition to a valid foreign national driving license to drive in the Czech Republic.",0.9999999999,1.0,0.9301649591767109,0.25
7,What is the time limit to verify personal data after purchasing a non-transferable ticket?,"['[""[{\'title\': \'EOC - E-shop Brno iD\', \'href\': \'https://www.brnoid.cz/en/eoc\', \'body\': \'The period for verification of personal data is 30 days after purchasing a non-transferable ticket. In the case of temporarily assigned discount categories (which you have chosen by yourself with \\""Resolve\\"" button), you have a shorter period of 5 working days to verify your selected discount entitlement (otherwise it will expire and result in ...\'}, {\'title\': \'Tips & FAQ - E-shop Brno iD\', \'href\': \'https://www.brnoid.cz/en/cms/28-tips\', \'body\': \'The period for verification of personal data is 30 days after purchasing a non-transferable ticket. In the case of temporarily assigned discount categories (which you have chosen by yourself with \\""Resolve\\"" button), you have a shorter period of 5 working days to verify your selected discount entitlement (otherwise it will expire and result in ...\'}, {\'title\': \'E-shop and Electronic Tickets - IDS JMK\', \'href\': \'https://www.idsjmk.cz/en/a/eoc.html\', \'body\': \'Verification of Data. In order to verify that the information entered in ... the Brno City Transport Company promotes the option to purchase a one-time ticket with a payment card in vehicles as part of the \\""P\\u00edpni and je\\u010f!\\"" ... you can also use a transferable ticket valid for 40 minutes for 16/8 CZK. When paying in cash, a non-transferable ...\'}, {\'title\': \'FAQs section - Trenitalia\', \'href\': \'https://www.trenitalia.com/en/info_contacts/faqs-section.html\', \'body\': \'Currently, tickets purchased for travel on medium-long distance trains are non-transferable and the name of the ticket holder must be clearly indicated at the time of purchase, and this is subject to verification, upon request, once on board the train by showing train personnel a valid form of personal identification.\'}, {\'title\': \'Legal rules when trading or exchanging personal data | Timelex\', \'href\': \'https://www.timelex.eu/en/blog/what-keep-in-mind-selling-purchasing-licensing-personal-data\', \'body\': \'The fact that personal data are publicly available does not mean that they can be collected (by scraping), enriched and resold. The data broker must always observe the purpose for which this information has been made public by the data subject. 1.3. The customer database in the event of bankruptcy.\'}]""]']",Purchase public transport tickets online and verify personal data within 30 days or 5 working days for discount entitlements.,"The time limit to verify personal data after purchasing a non-transferable ticket is 30 days. In the case of temporarily assigned discount categories, you have a shorter period of 5 working days to verify your selected discount entitlement.",0.9999999999,1.0,1.0000000000000009,1.0
