question,ground_truth,contexts,answer,context_precision,answer_relevancy,faithfulness,context_recall
What is the minimum health insurance contribution per month in the Czech Republic?,"Minimum contribution is 2,722 CZK/month","[""If self-employment is your main economic activity, the amount paid in contributions depends on your income, but the minimum is 2,722 CZK/month (2023). In the first year of their trade licence, everyone starts with the minimum health care contribution, regardless of the (expected) annual income. If you have a job as an employee and are using the trade licence for a secondary income, then you are not required to pay monthly advances. The contribution for the previous year depends on the total business profit. When your income tax return is being prepared you or your accountant will also calculate whether the minimum health care contributions were enough or whether you must pay extra. Also, based on the income from the previous year, you will be informed by your accountant of the new monthly health care contribution for the current year. The amount is determined by the profit achieved in the previous year. The assessment base for calculation of health insurance is 50% of the profit (gross income minus expenses equals profit). The health care contribution is 13.5% of the assessment base. In most cases – where the lump sum for expenses is 60% – this effectively amounts to about 2.7% of the income. If the actual assessment base is lower than the minimum calculation basis, then the health care contribution is set at the minimum monthly advance mentioned above. Public health insurance must be paid before the 8th of the current month for each previous month.\nBrno, Czech Republic\nHealth Insurance Contributions\nHealth insurance contributions depend on income and profit. Minimum contribution is 2,722 CZK/month. Contributions are calculated based on previous year's profit and expenses. Payment is due before the 8th of each month.; url: https://www.brnoexpatcentre.eu/im-an-expat/health-insurance/""]","The minimum health insurance contribution per month in the Czech Republic is 2,722 CZK.",0.8726666666375779,0.9037383816178299,1.0,0.0
How much does a 15-minute ticket for public transport in Brno cost?,15-minute ticket is for 20 CZK,"['In Brno, you can choose from several basic tickets depending on the length of your journey. The shortest and cheapest is a 15-minute ticket for 20 CZK; a 60-minute ticket costs 25 CZK, and for longer journeys you can use a 90-minute ticket for 27 CZK. You can buy your ticket from vending machines at bus and tram stops, in newsagents or directly in the carriages. Each time you board the vehicle, just tap your contactless bank card against the validator and the system will charge you an hourly ticket for 25 CZK. This is the easiest and most used option. If you want a shorter ticket for 20 CZK, you have to beep on exit as well. You can also purchase a ticket for a passenger or another fare option directly on the validator. Details can be found on the website.\nBrno, Czech Republic\nHow to buy a single ticket for public transport in Brno\nBuying a single ticket for public transport in ; url: https://en.brno.cz/w/public-transport', ""If you\\'re staying in Brno for a long time, we definitely recommend buying a travel pass, which locals call šalinkarta. For some people, a monthly or even quarterly pass is enough, but you can save the most on an annual pass. You can buy one at brnoid.  An annual season ticket comes with lots of benefits for example, you can take another adult and up to three children under 15 for free on weekends. You can take your dog or luggage for free with any season ticket.\nBrno, Czech Republic\nBuying an Annual Pass for Public Transport in Brno\nBuying an annual pass for public transport in Brno, called šalinkarta, offers many benefits, including free travel for an adult and up to three children on weekends.; url: https://en.brno.cz/w/public-transport""]",A 15-minute ticket for public transport in Brno costs 20 CZK.,0.9519999999762,0.937200000000001,1.0,1.0
What is the benefit of buying an annual pass for public transport in Brno?,You can take another adult and up to three children under 15 for free on weekends.,"[""If you\\'re staying in Brno for a long time, we definitely recommend buying a travel pass, which locals call šalinkarta. For some people, a monthly or even quarterly pass is enough, but you can save the most on an annual pass. You can buy one at brnoid.  An annual season ticket comes with lots of benefits for example, you can take another adult and up to three children under 15 for free on weekends. You can take your dog or luggage for free with any season ticket.\nBrno, Czech Republic\nBuying an Annual Pass for Public Transport in Brno\nBuying an annual pass for public transport in Brno, called šalinkarta, offers many benefits, including free travel for an adult and up to three children on weekends.; url: https://en.brno.cz/w/public-transport""]","If you're staying in Brno for a long time, we definitely recommend buying a travel pass, which locals call šalinkarta. For some people, a monthly or even quarterly pass is enough, but you can save the most on an annual pass. You can buy one at brnoid.  An annual season ticket comes with lots of benefits for example, you can take another adult and up to three children under 15 for free on weekends. You can take your dog or luggage for free with any season ticket.
Brno, Czech Republic
Buying an Annual Pass for Public Transport in Brno
Buying an annual pass for public transport in Brno, called šalinkarta, offers many benefits, including free travel for an adult and up to three children on weekends.",0.819999999048,0.891402860502307,1.0,1.0
What type of health insurance do foreigners in Czech Republic require?,Foreigners in Czech Republic require commercial health insurance for medical expenses.,"[{'title': 'Google Maps', 'href': 'https://www.google.cz/maps', 'body': 'Find local businesses, view maps and get driving directions in Google Maps.'}, {'title': 'Cathedral of St. Peter and Paul, Brno - Wikipedia', 'href': 'https://en.wikipedia.org/wiki/Cathedral_of_St._Peter_and_Paul,_Brno', 'body': 'The Cathedral of Saints Peter and Paul (Czech: Katedrála svatého Petra a Pavla) is a Roman Catholic cathedral located on the Petrov hill in the Brno-střed district of the city of Brno in the Czech Republic.It is commonly referred to locally as simply ""Petrov"".It is the seat of the Diocese of Brno and a national cultural monument that is one of the most important pieces of architecture in ...'}, {'title': 'Česká (Ulice) • Mapy.cz', 'href': 'https://mapy.cz/?source=stre&id=79100', 'body': 'Česká ulice je jedna z nejznámějších a nejvýznamnějších ulic v Brně. Svůj název získala podle toho, že byla centrem českého kulturního života na přelomu 19. a 20. století. Vede z náměstí Svobody severozápadním směrem na roh Žerotínova náměstí. Celou svojí délkou leží v katastrálním území Brno-město v ...'}, {'title': 'Brno Map - Brno-City District, South Moravia, Czech Republic - Mapcarta', 'href': 'https://mapcarta.com/Brno', 'body': 'Brno. Brno is the major city of Moravia. It is the largest city in Moravia and the second-largest city in the Czech Republic by population and area. It was founded around the year 1000; and since the 14th century, the city served as the capital of Moravia. Photo: Harold, CC BY-SA 3.0. Photo: Sveter, CC BY-SA 3.0.'}, {'title': 'Brno - Wikipedia', 'href': 'https://en.wikipedia.org/wiki/Brno', 'body': 'Brno (/ ˈ b ɜːr n oʊ / BUR-noh, Czech: ⓘ; German: Brünn ⓘ) is a city in the South Moravian Region of the Czech Republic.Located at the confluence of the Svitava and Svratka rivers, Brno has about 400,000 inhabitants, making it the second-largest city in the Czech Republic after the capital, Prague, and one of the 100 largest cities of the European Union.'}]","Foreigners living in the Czech Republic are typically required to have health insurance that covers them for medical expenses. This is usually obtained through a local insurance provider, and proof of coverage may be required by employers or government agencies. Additionally, some foreigners may also be eligible for public healthcare services, depending on their country of origin and residency status.",0.9519999999762,0.9010061199854051,0.666,0.0
What should EU citizens with Temporary residence cards do when changing their residence address?,They must report the change within 30 days and a new card will be issued.,"['EU citizens or their family members with Temporary residence cards are required to report a change of residence address within 30 working days of this change occurring. This obligation applies if the change in the place of residence is expected to last longer than 180 days. A change in the place of residence is submitted to the MOI office relevant to your new address. This change is not entered in the Temporary residence card, instead, a new card is issued. The change in the place of residence will be entered into the database for all public offices.\nTuřanka 115b, Brno 617 00\nResidence Permits: Change of Address with Temporary residence cards\nEU citizens with Temporary residence cards must report changes of residence address within 30 days. A new card is issued and the change is recorded in the database.; url: https://www.brnoexpatcentre.eu/im-an-expat/residence-permits/']",EU citizens with Temporary residence cards must report changes of residence address within 30 days. A new card is issued and the change is recorded in the database.,0.9519999999048,0.8966077854406033,1.0,1.0
What is the time frame for foreigners with a long-term visa or residence card to report a change of residence address?,Foreigners with a permanent residence permit are required to report a change of residence within 30 days of it occurring if the change in the place of residence is expected to last longer than 180 days.,"['EU citizens or their family members with Temporary residence cards are required to report a change of residence address within 30 working days of this change occurring. This obligation applies if the change in the place of residence is expected to last longer than 180 days. A change in the place of residence is submitted to the MOI office relevant to your new address. This change is not entered in the Temporary residence card, instead, a new card is issued. The change in the place of residence will be entered into the database for all public offices.\nTuřanka 115b, Brno 617 00\nResidence Permits: Change of Address with Temporary residence cards\nEU citizens with Temporary residence cards must report changes of residence address within 30 days. A new card is issued and the change is recorded in the database.; url: https://www.brnoexpatcentre.eu/im-an-expat/residence-permits/']",EU citizens or their family members with a long-term visa or residence card are required to report a change of residence address within 30 working days of this change occurring. This obligation applies if the change in the place of residence is expected to last longer than 180 days. A change in the place of residence is submitted to the MOI office relevant to your new address.,0.66639999996668,0.8404665044384684,0.5,1.0
What are the parking rules in Brno?,"This is the parking system in Brno. Zone A in the historical centre can be entered by car only with a permit. In zones B and C you can park with a resident’s or subscriber’s permit or pay for the fee at a parking metre on the spot (zone B only), via an app or SMS. The first hour of a weekday is for free, and during weekends the whole day is free of charge. The system of coloured parking is explained in detail on the www.parkovanivbrne.cz website.","['Parking zones – perhaps you have noticed the blue road markings in the centre. This is the parking system in Brno. Zone A in the historical centre can be entered by car only with a permit. In zones B and C you can park with a resident’s or subscriber’s permit or pay for the fee at a parking metre on the spot (zone B only), via an app or SMS. The first hour of a weekday is for free, and during weekends the whole day is free of charge. The system of coloured parking is explained in detail on the www.parkovanivbrne.cz website.\nBrno, Czech Republic\nParking Zones in Brno\nParking zones in Brno, including Zone A, B, and C, with different parking rules and fees.; url: https://en.brno.cz/w/parking']","What are the parking rules in Brno?
Parking zones – perhaps you have noticed the blue road markings in the centre. This is the parking system in Brno. Zone A in the historical centre can be entered by car only with a permit. In zones B and C you can park with a resident’s or subscriber’s permit or pay for the fee at a parking metre on the spot (zone B only), via an app or SMS. The first hour of a weekday is for free, and during weekends the whole day is free of charge. The system of coloured parking is explained in detail on the www.parkovanivbrne.cz website.
Brno, Czech Republic
Parking Zones in Brno
Parking zones in Brno, including Zone A, B, and C, with different parking rules and fees.;",0.95199999998096,0.8688094169395795,1.0,0.8
Are there any Parking restrictions in Brno city centre?,Entering the city centre – drivers are not allowed to enter the historic zone A without a permit.,"[{'title': 'Parking in the City - Brno Expat Centre', 'href': 'https://www.brnoexpatcentre.eu/im-an-expat/driving/parking-in-the-city/', 'body': ""The centre is an exception to this rule: if you have a parking permit for Veveří, you can not park nor drive into the city centre. Only people who live in the city centre can obtain a permit for the centre and park there. With the same permit, they can also park in any neighbouring areas. An area isn't the same as a zone.""}, {'title': 'Parking - Brno EN', 'href': 'https://en.brno.cz/cs/w/parking', 'body': ""This is the parking system in Brno. Zone A in the historical centre can be entered by car only with a permit. In zones B and C you can park with a resident's or subscriber's permit or pay for the fee at a parking metre on the spot (zone B only), via an app or SMS. The first hour of a weekday is for free, and during weekends the whole day is ...""}, {'title': 'Parkování v Brně - Parkování v Brně - parkovanivbrne.cz', 'href': 'https://www.parkovanivbrne.cz/en/', 'body': 'Zone B: a ring around the historic city centre / regulation around the clock / 60 minutes of free parking a day, then CZK 30 for each additional hour. Zone C: rest of the city / regulation only overnight from 5 pm till 6 am / 60 minutes of free parking a day, then CZK 20 per each additional hour.'}, {'title': 'The new parking system explained - Brno Expat Centre', 'href': 'https://www.brnoexpatcentre.eu/practical-tips/parking-explained/', 'body': ""For weeks now, Brno has been abuzz with the changes in the city parking policy that are quickly approaching. Let's have a look at how they affect Brno expats - car owners or no car owners. F rom the 1st of September 2018, the residential parking system came into effect, applying new rules only to the city centre.""}, {'title': 'PDF PARKING IN BRNO I KNOW HOW TO PARK IN BRNO - parkovanivbrne.cz', 'href': 'https://www.parkovanivbrne.cz/uploads/dokumenty/28/I KNOW HOW TO PARK IN BRNO.pdf', 'body': '⊲ The closer to the city centre, the higher the parking fee ... PARKING IN BRNO FROM 30. 9. 2019 2 Parking infiBrno 2019. 1-01 CENTRAL AREA VISITOR ZONES Zone A (RED) historic city center / vehicle entry permit is necessary ... with the rule of law of the Czech Republic, with an extract from the public register proving the existence of this ...'}]","Yes, there are parking restrictions in Brno city centre. The city centre is an exception to the parking rule, and if you have a parking permit for Veveří, you can't park or drive into the city centre. Only people who live in the city centre can obtain a permit for the centre and park there.",0.95199999998096,0.9186997017049616,1.0,1.0
What is required to apply for permanent residence in the Czech Republic?,"Application form, A travel document, 1 photograph, A document confirming the condition of 5 years of continuous stay, Proof of accommodation","['Permanent residence is available for EU citizens who have stayed in the Czech Republic continuously for a period of time longer than 5 years. Certification for this residence should be requested in person at the regional Immigration office of the Ministry of Interior. Arranging an appointment beforehand may save you a couple of hours of waiting time. You will need these documents for your application: Application form, A travel document (Passport or identity card for an EU citizen), 1 photograph, A document confirming the condition of 5 years of your continuous stay in the Czech Republic (Temporary residence permit OR passport stamped from Foreign police five years ago OR contract with employer OR tax declaration OR insurance declaration from VZP OR confirmation of study period OR other), Proof of accommodation (Accommodation contract or Confirmation of accommodation). You can read more at the Ministry’s official page with requirements. What are my rights and responsibilities with the permanent residence card? You must always be insured within the public health insurance plan in the CR from the date you acquire the permanent residence, regardless of whether you are abroad. Right to apply for Czech citizenship meeting the statutory conditions, usually after another three years. You are still required to report the change of address, family status, passport number etc. within 30 working days of the change to the Ministry of Interior.\nBrno, Czech Republic\nResidence Permits in the Czech Republic\nResidence permits in the Czech Republic are available for EU citizens who have stayed continuously for over 5 years. Application requires various documents and can be submitted at the regional Immigration office. Permanent residence brings rights and responsibilities, including health insurance and reporting changes to the Ministry of Interior.; url: https://www.brnoexpatcentre.eu/im-an-expat/residence-permits/', ""Non-EU citizen Do I need a permit to enter and stay in the CR? Yes, you do. If you are planning to stay in the Czech Republic for over 90 days, you need to obtain a long-term visa or a long-term residence. Applicants for the visa have to specify a purpose for their stay in the Czech Republic and apply for the appropriate visa at Embassy of the Czech Republic. The purpose of stay might be employment, business, scientific research, studies, family reunification, culture or other. The Czech Embassy is only authorized to receive an application for a long-term visa; the competent authority for processing it is the Ministry of Interior (MOI). During the procedure, the Czech Embassy communicates with you, invites you for a hearing and calls on you to pick up the visa. Please note that the competent authority for processing your long-term visa or a long-term residency is the Ministry of Interior (MOI). How do I apply for the visa? You can apply for a long-term visa for a purpose of family or a long-term residence for a purpose of family reunification. An application for a long-term visa or residence for the purpose of family reunification can primarily be filed by a foreign national who is a spouse or a child of a foreign national (nonEU) who is already in possession of a long-term residence (i.e. employee card) or permanent residence permit in the Czech Republic. However, a spouse or a child can apply for visa or residence permit at the same time with the person they are reunification with. You should file an application for a long-term visa at Embassy of the Czech Republic. For the complete list and requirements contact your local Czech embassy or visit the Immigration office website. If you are a family member (spouse, partner, child, parent) of an EU citizen, you can apply for a temporary residence permit. An application can be filled in person at any MOI (Ministry of Inferior) office in the Czech Republic within 3 months of entering the country (i.e. Schengen visa). For the complete list and requirements visit the Immigration office website.\nBrno, Czech Republic\nVisa & Residence\nThis text provides information for non-EU citizens about obtaining a long-term visa or residence permit in the Czech Republic, including the application process and requirements. It also covers family reunification and temporary residence permits for EU citizen's family members.; url: https://www.brnoexpatcentre.eu/im-an-expat/visa-residence/"", 'Citizens of the EU, Iceland, Norway, Liechtenstein or Switzerland can enter and stay in the Czech Republic without any special permit, solely on the basis of a travel document or an identity card. Other foreigners, willing to stay in the Czech Republic for over 90 days, need mostly a long-term visa or a long-term residence. The purpose of stay might be employment, business, scientific research, studies, family reunification, culture or other.\nBrno, Czech Republic\nVisa and Residence Information\nInformation on visa and residence permits in the Czech Republic, including requirements for EU and non-EU citizens.; url: https://www.brnoexpatcentre.eu/im-an-expat/visa-residence/']","To apply for permanent residence in the Czech Republic, EU citizens who have stayed continuously for over 5 years need to submit various documents at the regional Immigration office of the Ministry of Interior. The required documents include an application form, a travel document (Passport or identity card), 1 photograph, and a document confirming the condition of 5 years of your continuous stay in the Czech Republic (Temporary residence permit OR passport stamped from Foreign police five years ago OR contract with employer OR tax declaration OR insurance declaration from VZP OR confirmation of study period OR other). You can read more about requirements at the Ministry's official page. You must always be insured within the public health insurance plan in the CR from the date you acquire the permanent residence, regardless of whether you are abroad. Right to apply for Czech citizenship meeting the statutory conditions, usually after another three years. You are still required to report the change of address, family status, passport number etc. within 30 working days of the change to the Ministry of Interior.",0.9519999999523999,0.9134724944499224,1.0,1.0
What should I do with my residence card when leaving the Czech Republic?,You should hand in the residence card to the Immigration Office or send it by registered mail with a letter stating that you are ending your residence in the Czech Republic.,"['Before leaving Brno and the CR, you and your family members are obliged to hand in the residence card to the Immigration Office. You can also send the document by registered mail with a letter that you are ending your residence in the Czech Republic. (More about a registered letter in our guide Postal Services.) Don’t forget to cancel your waste collection fee registration with the municipality too – read more about that responsibility in our guide Waste collection and recycling. You can also check the Ministry’s official website. Right now, as a British citizen, you are not obliged to have a residency card issued – until the end of 2020. However, the Czech government recommends doing so in order to prevent administrative difficulties in the future. The Temporary residence certificate is an easily-obtained residence card that will allow you to stay here after the transitional period (see the question How can I apply for the temporary residence certificate for EU citizen? above). Furthermore, the Czech Ministry of Interior recommends applying for a permanent residency card if you’ve stayed in the CR for at least five years. Do I always have to carry my residence card with me? Yes.\nBrno, Czech Republic\nResidence Permits canceling\nThis article discusses how to cancel residency when leaving the Czech Republic, what British citizens need to do to legalize their stay, and the importance of carrying a residence card.; url: https://www.brnoexpatcentre.eu/im-an-expat/residence-permits/']","Before leaving Brno and the CR, you and your family members are obliged to hand in the residence card to the Immigration Office. You can also send the document by registered mail with a letter that you are ending your residence in the Czech Republic. (More about a registered letter in our guide Postal Services.) Don’t forget to cancel your waste collection fee registration with the municipality too – read more about that responsibility in our guide Waste collection and recycling. You can also check the Ministry’s official website. Right now, as a British citizen, you are not obliged to have a residency card issued – until the end of 20'20. However, the Czech government recommends doing so in order to prevent administrative difficulties in the future. The Temporary residence certificate is an easily-obtained residence card that will allow you to stay here after the transitional period (see the question How can I apply for the temporary residence certificate for EU citizen? above). Furthermore, the Czech Ministry of Interior recommends applying for a permanent residency card if you’ve stayed in the CR for at least five years. Do I always have to carry my residence card with me? Yes.",0.7655666666475275,0.8683135060174614,1.0,1.0
What are the options for obtaining long-term residence permits in the Czech Republic?,"Extending the validity of an Employee card, applying for a new Employee card at a Czech embassy abroad, or switching the purpose of stay from another type of residence permit","[""Non-EU citizen Do I need a permit to enter and stay in the CR? Yes, you do. If you are planning to stay in the Czech Republic for over 90 days, you need to obtain a long-term visa or a long-term residence. Applicants for the visa have to specify a purpose for their stay in the Czech Republic and apply for the appropriate visa at Embassy of the Czech Republic. The purpose of stay might be employment, business, scientific research, studies, family reunification, culture or other. The Czech Embassy is only authorized to receive an application for a long-term visa; the competent authority for processing it is the Ministry of Interior (MOI). During the procedure, the Czech Embassy communicates with you, invites you for a hearing and calls on you to pick up the visa. Please note that the competent authority for processing your long-term visa or a long-term residency is the Ministry of Interior (MOI). How do I apply for the visa? You can apply for a long-term visa for a purpose of family or a long-term residence for a purpose of family reunification. An application for a long-term visa or residence for the purpose of family reunification can primarily be filed by a foreign national who is a spouse or a child of a foreign national (nonEU) who is already in possession of a long-term residence (i.e. employee card) or permanent residence permit in the Czech Republic. However, a spouse or a child can apply for visa or residence permit at the same time with the person they are reunification with. You should file an application for a long-term visa at Embassy of the Czech Republic. For the complete list and requirements contact your local Czech embassy or visit the Immigration office website. If you are a family member (spouse, partner, child, parent) of an EU citizen, you can apply for a temporary residence permit. An application can be filled in person at any MOI (Ministry of Inferior) office in the Czech Republic within 3 months of entering the country (i.e. Schengen visa). For the complete list and requirements visit the Immigration office website.\nBrno, Czech Republic\nVisa & Residence\nThis text provides information for non-EU citizens about obtaining a long-term visa or residence permit in the Czech Republic, including the application process and requirements. It also covers family reunification and temporary residence permits for EU citizen's family members.; url: https://www.brnoexpatcentre.eu/im-an-expat/visa-residence/""]","You can obtain long-term residence permits in the Czech Republic through various options. For non-EU citizens, there are several purposes for which you can apply: employment, business, scientific research, studies, family reunification, culture or other. You need to specify a purpose of stay and apply for the appropriate visa at the Embassy of the Czech Republic. The Ministry of Interior (MOI) is the competent authority for processing long-term visas and residence permits.
If you are a family member (spouse, partner, child, parent) of an EU citizen, you can apply for a temporary residence permit within 3 months of entering the country. This applies to those who want to reunite with their EU-citizen family members in the Czech Republic.
For more information on the application process and requirements, please contact your local Czech embassy or visit the Immigration office website.",0.91993999998096,0.8843490090984029,1.0,0.0
How can I obtain my birth number (rodné číslo) in the Czech Republic?,"You can obtain your birth number by visiting the Ministry of Interior in person, calling them at 974 801 801, or sending a request letter to the MoI office.","['Your residence card should automatically come with an assigned personal “birth number” – rodné číslo . Most of the time, however, it is not issued within the same period (it is a different department of the Ministry of Interior) and is generated months later. If you would like to learn that number, you have to get it from the Immigration office (MoI). They can tell you over the phone (974 801 801) if the number is ready or not. To learn the number, you have to visit the MoI in person and ask for “rodné číslo”, or send a request from your data mailbox, or send a request letter to the MoI office. If you didn’t get the address printed on your residence card, ask right away at the Immigration office to give you the stamp with the address into your passport. (It is not possible to get it at the Foreign police at Cejl) Another option is to apply via postal mail for “A certificate of current residence” . Fill out the application form, attach 50 CZK value stamp “kolek” inside the envelope, and send both to the Immigration office, Tuřanka 115b and you will get a certificate with a valid residence address back in 30 days.\nTuřanka 115b, Brno, Czech Republic\nResidence Permits and birth number and proof of current residence address\nThis article describes how to obtain a birth number (rodné číslo) from the Ministry of Interior and proof of current residence address. It provides step-by-step instructions on how to apply for these documents via phone, in-person visit, or postal mail.; url: https://www.brnoexpatcentre.eu/im-an-expat/residence-permits/']","To obtain your birth number (rodné číslo) in the Czech Republic, you can follow these steps: First, check if the number is already on your residence card. If not, you can contact the Immigration office (MoI) by phone (974 801 801) to find out if the number is ready or not. Alternatively, you can visit the MoI in person and ask for “rodné číslo”. You can also apply via postal mail for “A certificate of current residence” by filling out the application form, attaching a stamp worth 50 CZK (called ‘kolek’), and sending it to Tuřanka 115b. The address will be printed on your passport if you don't have it handy. It typically takes around 30 days to receive the certificate with your residence address.",0.9519999999762,0.931075218100204,1.0,0.0
What services are offered at the Brno City Municipality for foreign nationals regarding driving licences?,"Granting a driving licence or higher category entitlements, exchange of a driving licence, issuing of a replacement driving licence, entering of professional qualification, and issuing of a digital tachograph driver card.","['Having met conditions stipulated by law, you can apply, for example, for the following at the Brno City Municipality - Granting a driving licence or higher category entitlements to your licence, Exchange of a driving licence (European driving licence, foreign driving licence), Issuing of a replacement driving licence for a lost one (European driving licence), Entering of professional qualification in a driving licence or issuing of a professional qualification card, Issuing of a digital tachograph driver card. Our recommendation for applicants – foreigners without permanent residence - Please come with an interpreter to the drivers’ registry counter for a consultation and information before starting your lessons at the driving school, filing your application for exchange of a foreign driving licence, or application for issuing of a professional qualification card or digital tachograph driver card. Please bring your current driving licence, identity card (passport) and residence permit with you so that we can find out whether the obligation to exchange your foreign driving licence applies to you, whether your foreign driving licence entitles you to drive motor vehicles in the Czech Republic, whether the obligation applies to you to prove your usual domicile when filing your application. The issue of granting or exchange of a driving licence, or of proving the usual domicile is complex and it is not possible to define a precise list of documents that an applicant needs to meet this condition.\nBrno, Czech Republic\nDriving Licence Information for Foreign Nationals\nInformation for foreign nationals on applying for a driving licence in the Czech Republic, including exchange of a foreign driving licence and proving usual domicile.; url: https://en.brno.cz/w/driving-licence', 'The application needs to be accompanied by the following -- valid proof of the applicant’s identity (e.g. identity card, proof of residence permit, proof of asylum granted in the territory of the Czech Republic or proof of the length of temporary residence if the road vehicle operator does not have permanent residence in the Czech Republic), the vehicle’s Registration Certificate – clean copy of the Technical Certificate, Part II, or original of the Certificate of Conformity (COC), Green Card issued in the Czech Republic in accordance with the Motor Third Party Liability Insurance Act, proof of acquisition including VAT (invoice, purchase contract, etc.) or proof of payment of VAT in case of acquisition of a new means of transport from another Member State of the European Union, temporary registration plate (printed on paper), if issued, payment of a registration administrative fee (amounting to several hundred CZK), if acting by proxy - a written power of attorney with the principal’s officially verified signature or signed by the principal pursuant to the Act on Electronic Acts and Authorized Conversion of Documents (i.e. sent by a data box), the applicant needs to be registered in the ROB Population Register.\nBrno, Czech Republic\nRegistration of a road vehicle owner/operator in the register of road vehicles\nRegistration of a road vehicle owner/operator in the Czech Republic requires various documents, including proof of identity, vehicle registration certificate, and payment of administrative fee.; url: https://en.brno.cz/w/driving-licence']","What services are offered at the Brno City Municipality for foreign nationals regarding driving licences? Having met conditions stipulated by law, you can apply, for example, for the following: Granting a driving licence or higher category entitlements to your licence, Exchange of a driving licence (European driving licence, foreign driving licence), Issuing of a replacement driving licence for a lost one (European driving licence), Entering of professional qualification in a driving licence or issuing of a professional qualification card, Issuing of a digital tachograph driver card. Our recommendation for applicants – foreigners without permanent residence - Please come with an interpreter to the drivers’ registry counter for a consultation and information before starting your lessons at the driving school, filing your application for exchange of a foreign driving licence, or application for issuing of a professional qualification card or digital tachograph driver card. Please bring your current driving licence, identity card (passport) and residence permit with you so that we can find out whether the obligation to exchange your foreign driving licence applies to you, whether your foreign driving licence entitles you to drive motor vehicles in the Czech Republic, whether the obligation applies to you to prove your usual domicile when filing your application. The issue of granting or exchange of a driving licence, or of proving the usual domicile is complex and it is not possible to define a precise list of documents that an applicant needs to meet this condition.",0.9519999999048,0.9010839974430159,1.0,1.0
What is the time limit to verify personal data after purchasing a non-transferable ticket?,Purchase public transport tickets online and verify personal data within 30 days or 5 working days for discount entitlements.,"['Purchase products of module Brno Public Transport online. After the first purchase of your public transport ticket, you also need to verify your personal data, either online or directly at one of the verification places. Detailed instructions for data verification can be found under ""Where and how can you verify your personal information to get a full account or discounts entitlements ? And what is needed for it?"" The period for verification of personal data is 30 days after purchasing a non-transferable ticket. In the case of temporarily assigned discount categories (which you have chosen by yourself with ""Resolve"" button), you have a shorter period of 5 working days to verify your selected discount entitlement (otherwise it will expire and result in shortening of the ticket validity for tickets for zones 100 and 101, or blocking of the ticket in other cases). The time limit for verifying the personal data mentioned above may continue to run if you do not have that data verified.\nBrno, Czech Republic\nBrno Public Transport Online Purchase\nPurchase public transport tickets online and verify personal data within 30 days or 5 working days for discount entitlements. Failure to verify may result in shortened ticket validity or blocking.; url: https://www.brnoid.cz/en/eoc']",The time limit to verify personal data after purchasing a non-transferable ticket is 30 days.,0.90439999997739,0.9090004201970288,1.0,1.0
How do I buy a transferable public transport ticket online in Brno?,"Create a registration on BrnoID.cz, add a ticket carrier, select a ticket, confirm payment via GoPay or bank card online.","[""The Museum of Decorative Arts of the Moravian Gallery in Brno underwent significant changes in 2021 with a new concept titled ART DESIGN FASHION. This initiative highlights the museum's commitment to not only design but also fashion, and the interaction between design and art. The permanent exhibition, featuring works and new installations by leading Czech designers, transforms the museum into a showcase for Czech design excellence. Designers involved in this reconfiguration include Maxim Velčovský, Radek Wohlmuth, edit! studio, Eva Eisler, David Karásek, and the Olgoj Chorchoj studio with Marek Štěpán. Recently, the museum also features interventions by artist Krištof Kintera, particularly his 'Demon of Growth'.\nBrno, Czech Republic\nMuseum of Decorative Arts at the Moravian Gallery\nThe Museum of Decorative Arts in Brno showcases a refreshed concept focussing on ART DESIGN FASHION since 2021. It features both a permanent exhibition and installations by renowned Czech designers, exploring the synergy between design, art, and fashion. Notable recent additions include works by Krištof Kintera.; url: https://moravska-galerie.cz/vystavy/stale-expozice/art-design-fashion/""]","To buy a transferable public transport ticket online in Brno, you can visit the website of the Public Transport Company in Brno (Dopravní podnik města Brna) and follow these steps: 1. Choose the type of ticket you want to purchase. 2. Select the start date and time for your ticket. 3. Choose the end date and time for your ticket. 4. Pay for the ticket using a credit card, PayPal, or another accepted payment method. 5. Once the payment is processed, you will receive an email with a link to print out your ticket. You can also use the ticket on your mobile device if it has a valid QR code.",0.9519999999523999,0.9291009772059865,0.5,1.0
